CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
650,1,1,3.8501476017100584,0.0,1,1.0,0.0,187943.6
633,0,1,3.828641396489095,0.0,2,1.0,0.0,120250.58
659,1,0,4.204692619390966,145981.87,1,1.0,1.0,131043.2
744,2,0,3.367295829986474,123737.04,2,1.0,0.0,141558.04
769,1,0,3.9318256327243257,156773.78,2,1.0,0.0,40257.79
766,1,0,3.4657359027997265,185714.28,1,1.0,1.0,102502.5
682,1,0,3.871201010907891,138778.15,1,0.0,1.0,168840.23
610,1,1,3.8066624897703196,0.0,2,1.0,1.0,199657.46
661,1,0,3.5553480614894135,0.0,1,1.0,0.0,155394.52
584,1,0,3.5553480614894135,0.0,2,1.0,0.0,192381.21
581,0,0,3.828641396489095,79385.21,2,0.0,0.0,188492.82
678,0,1,3.6888794541139363,128398.38,1,1.0,0.0,168658.3
633,0,0,3.7376696182833684,0.0,1,0.0,1.0,79408.17
547,2,0,3.8918202981106265,121537.71,2,1.0,0.0,46521.45
450,0,1,3.828641396489095,177619.71,1,1.0,0.0,54227.06
714,0,0,3.8066624897703196,150900.29,2,0.0,1.0,139889.15
645,1,0,3.8066624897703196,155417.61,1,0.0,1.0,3449.22
812,2,0,3.2188758248682006,54817.55,1,1.0,0.0,131660.31
810,2,0,4.23410650459726,27288.43,1,1.0,1.0,110509.9
762,0,1,4.23410650459726,183744.98,1,1.0,1.0,196993.69
662,1,1,3.6109179126442243,0.0,2,1.0,0.0,151871.84
554,0,1,3.8066624897703196,0.0,2,1.0,1.0,193412.05
650,2,0,3.258096538021482,214346.96,2,1.0,0.0,128815.33
660,1,0,3.6109179126442243,97324.91,1,1.0,0.0,23291.83
603,1,0,3.9318256327243257,186825.57,1,1.0,0.0,93739.71
670,1,0,3.091042453358316,114991.45,1,1.0,1.0,37392.56
604,0,1,3.5553480614894135,147285.52,1,1.0,1.0,57807.05
519,1,0,3.7376696182833684,0.0,2,1.0,1.0,101485.72
750,1,1,3.6375861597263857,0.0,2,1.0,0.0,47764.99
679,0,0,4.060443010546419,109327.65,1,1.0,1.0,3829.13
657,1,0,3.5263605246161616,107136.6,1,1.0,0.0,153895.46
729,2,0,3.6635616461296463,127415.85,1,1.0,1.0,184977.2
615,1,0,4.189654742026425,0.0,2,1.0,1.0,74580.8
805,2,0,3.912023005428146,130023.38,1,1.0,0.0,62989.82
687,2,0,3.4965075614664802,135962.4,2,1.0,0.0,121747.96
614,2,1,3.5553480614894135,128100.28,1,0.0,0.0,69454.24
596,1,0,3.6635616461296463,0.0,1,1.0,0.0,48963.59
717,0,1,3.091042453358316,101060.25,1,0.0,1.0,84699.56
661,2,0,3.5553480614894135,117212.18,1,1.0,1.0,83052.03
589,1,1,3.828641396489095,107238.85,2,1.0,0.0,37024.28
500,0,0,3.6109179126442243,125822.21,1,1.0,0.0,111698.0
553,1,0,3.6109179126442243,0.0,2,1.0,0.0,33877.29
737,1,0,3.784189633918261,0.0,2,0.0,0.0,57898.58
684,2,0,3.7376696182833684,117691.0,1,1.0,1.0,23135.65
582,1,0,3.912023005428146,148942.0,1,1.0,1.0,116944.3
850,1,0,3.6375861597263857,0.0,2,1.0,1.0,80006.65
655,1,1,3.713572066704308,0.0,1,0.0,0.0,36548.0
716,1,0,3.5553480614894135,144428.87,1,1.0,0.0,134132.65
535,0,1,3.4011973816621555,122924.75,1,0.0,0.0,62390.59
641,2,1,3.6109179126442243,62974.64,2,0.0,1.0,39016.43
646,2,1,3.9512437185814275,111739.4,2,0.0,1.0,68367.18
757,1,1,4.2626798770413155,88084.13,2,1.0,1.0,154337.47
530,1,1,3.4965075614664802,129307.32,1,1.0,1.0,172930.28
549,1,0,3.4339872044851463,0.0,2,0.0,1.0,25684.85
529,1,0,3.7612001156935624,93616.35,2,0.0,0.0,98348.66
633,1,0,3.5553480614894135,0.0,2,1.0,0.0,65675.47
490,1,0,3.6635616461296463,0.0,3,1.0,0.0,171060.01
489,1,1,3.9318256327243257,0.0,2,0.0,1.0,174098.28
696,1,1,3.4965075614664802,0.0,2,1.0,1.0,73371.65
745,1,1,3.6888794541139363,131184.67,1,1.0,1.0,49815.62
588,2,0,3.8918202981106265,132623.76,3,1.0,0.0,36292.94
593,0,1,3.8066624897703196,79259.75,1,1.0,0.0,55347.28
557,2,0,4.04305126783455,120043.13,1,1.0,0.0,132370.75
750,0,1,3.6635616461296463,119565.92,1,1.0,0.0,87067.73
850,2,0,4.02535169073515,169743.83,1,0.0,0.0,155850.4
623,0,0,3.784189633918261,83325.77,1,0.0,1.0,80828.78
691,1,1,3.4965075614664802,0.0,2,1.0,1.0,100408.31
777,1,0,3.6109179126442243,0.0,1,1.0,1.0,126837.72
555,0,0,3.295836866004329,0.0,2,0.0,0.0,96398.51
638,1,0,3.713572066704308,131762.94,1,1.0,1.0,47675.29
777,2,0,3.5553480614894135,122917.69,1,1.0,1.0,76169.68
676,2,1,3.258096538021482,108348.66,1,0.0,0.0,60231.74
712,1,1,3.7376696182833684,87842.98,1,0.0,0.0,92223.59
768,1,0,3.4011973816621555,0.0,2,1.0,1.0,199454.37
561,1,0,4.02535169073515,152759.0,2,1.0,0.0,133167.11
616,1,0,3.5263605246161616,0.0,2,1.0,0.0,25662.27
507,2,1,3.828641396489095,102785.16,1,1.0,1.0,70323.68
475,1,1,3.4657359027997265,119023.28,1,1.0,0.0,100816.29
778,2,0,3.713572066704308,139706.31,1,1.0,0.0,63337.19
794,0,0,3.8066624897703196,88656.37,2,1.0,0.0,116547.31
646,1,0,3.5553480614894135,84026.86,1,0.0,1.0,164255.69
495,2,1,3.5263605246161616,117160.32,1,1.0,1.0,116069.24
540,2,0,3.6635616461296463,82531.11,1,1.0,0.0,114092.52
775,1,1,4.189654742026425,0.0,2,1.0,1.0,67622.34
692,1,0,3.4011973816621555,0.0,2,0.0,1.0,130486.57
669,1,0,4.04305126783455,0.0,2,1.0,1.0,56875.76
715,2,1,3.5263605246161616,102277.52,1,0.0,0.0,177852.57
704,2,1,3.1780538303479458,113034.22,1,1.0,0.0,162503.48
576,2,0,4.143134726391533,148843.56,1,1.0,0.0,69414.13
627,1,1,3.5553480614894135,0.0,2,0.0,1.0,193022.44
757,1,0,3.8501476017100584,130747.1,1,1.0,0.0,143829.54
778,1,0,3.7376696182833684,0.0,2,1.0,1.0,106197.44
713,1,1,4.07753744390572,0.0,2,1.0,1.0,62700.08
497,2,1,3.4657359027997265,111537.23,4,1.0,1.0,9497.99
766,2,0,3.4011973816621555,127786.28,2,1.0,1.0,28879.3
706,0,1,3.367295829986474,209490.21,1,1.0,1.0,133267.69
523,1,0,3.4011973816621555,83181.29,1,1.0,1.0,138176.78
634,0,1,3.58351893845611,0.0,1,1.0,1.0,143960.72
610,0,1,3.828641396489095,116886.59,1,0.0,0.0,107973.44
640,1,0,3.784189633918261,111833.47,1,1.0,0.0,67202.74
703,0,0,3.6635616461296463,152685.4,1,0.0,0.0,183656.12
774,1,0,4.330733340286331,112510.89,1,1.0,1.0,143133.18
578,0,0,3.1354942159291497,0.0,2,1.0,0.0,112124.98
501,1,1,3.5263605246161616,107747.57,1,1.0,0.0,9249.36
850,0,0,3.4965075614664802,100476.46,2,1.0,1.0,136539.13
705,2,1,3.7612001156935624,79974.55,1,1.0,1.0,103108.33
695,1,0,3.7612001156935624,100421.1,1,1.0,1.0,101141.28
682,0,1,3.912023005428146,128039.01,1,1.0,1.0,102260.16
768,2,0,3.8918202981106265,133384.66,1,1.0,0.0,102397.22
689,0,1,3.4339872044851463,0.0,2,1.0,1.0,136610.02
506,1,0,3.5263605246161616,0.0,2,0.0,0.0,115842.1
699,1,0,3.295836866004329,0.0,2,1.0,0.0,93003.21
718,2,0,3.258096538021482,147527.03,1,0.0,0.0,51099.56
636,1,1,3.6635616461296463,118336.14,1,1.0,0.0,184691.77
674,1,0,3.58351893845611,154525.7,1,0.0,1.0,27468.72
511,1,0,3.4965075614664802,0.0,2,0.0,1.0,158313.87
678,2,0,4.007333185232471,129646.91,1,1.0,1.0,184125.1
556,1,1,3.9318256327243257,61354.14,1,1.0,0.0,198810.65
581,1,1,3.6109179126442243,104255.03,1,1.0,0.0,86609.37
667,1,0,3.6888794541139363,72945.29,2,1.0,0.0,98931.5
846,1,1,3.6375861597263857,0.0,1,1.0,1.0,187616.16
540,1,0,3.091042453358316,0.0,3,1.0,1.0,186233.26
666,2,0,3.4965075614664802,124125.26,1,1.0,0.0,81884.8
703,0,0,4.290459441148391,137761.55,1,1.0,1.0,159677.46
658,1,1,3.6635616461296463,0.0,1,1.0,1.0,147530.06
524,0,1,3.4657359027997265,0.0,1,1.0,1.0,132861.9
550,1,0,3.6375861597263857,140278.99,3,1.0,1.0,171457.06
593,2,0,4.30406509320417,161434.36,2,1.0,1.0,65532.17
687,1,1,3.4011973816621555,0.0,2,0.0,0.0,179206.92
642,0,1,3.58351893845611,0.0,2,1.0,1.0,97938.59
611,0,1,3.4965075614664802,0.0,2,1.0,1.0,3729.89
350,1,1,4.0943445622221,0.0,1,0.0,0.0,113796.15
753,2,1,3.828641396489095,113909.69,3,1.0,0.0,92320.37
825,1,0,3.6888794541139363,132308.22,1,0.0,0.0,117122.5
550,2,0,3.9512437185814275,121016.23,1,1.0,1.0,41730.37
710,0,0,3.4965075614664802,0.0,2,1.0,0.0,168313.17
539,1,0,3.6635616461296463,0.0,1,1.0,1.0,28184.7
713,1,0,3.58351893845611,133889.35,1,1.0,1.0,143265.65
752,1,1,3.58351893845611,0.0,2,1.0,0.0,184866.86
553,1,0,3.7376696182833684,0.0,2,0.0,0.0,23822.04
621,1,0,3.4657359027997265,0.0,2,1.0,1.0,168779.47
721,1,1,3.6888794541139363,0.0,2,1.0,1.0,122580.48
666,1,1,3.6375861597263857,127043.09,1,1.0,1.0,8247.0
634,2,1,4.07753744390572,95727.05,1,0.0,0.0,97939.4
703,1,1,3.6888794541139363,0.0,2,0.0,1.0,122518.5
850,2,0,3.4657359027997265,141827.33,2,1.0,1.0,149458.73
515,2,0,3.8066624897703196,120961.5,3,1.0,1.0,39288.11
663,1,0,3.332204510175204,0.0,2,1.0,1.0,123969.64
632,1,1,3.784189633918261,133793.89,1,1.0,1.0,34607.14
521,1,0,3.6635616461296463,0.0,2,0.0,1.0,653.58
689,1,0,3.5263605246161616,165312.27,1,1.0,0.0,155495.63
674,1,0,3.828641396489095,174701.05,1,1.0,0.0,90189.72
516,0,1,3.4965075614664802,0.0,2,1.0,1.0,58685.59
611,0,0,3.9318256327243257,122874.74,1,1.0,1.0,149648.45
705,1,1,4.007333185232471,0.0,2,1.0,1.0,14392.68
525,1,0,3.58351893845611,114628.4,1,0.0,1.0,168290.06
621,0,1,4.07753744390572,0.0,2,1.0,1.0,171364.18
677,1,1,4.060443010546419,90022.85,1,0.0,1.0,2988.28
538,0,0,3.6635616461296463,122773.5,2,1.0,1.0,58467.08
602,1,1,4.276666119016055,0.0,2,1.0,1.0,171260.66
676,0,1,3.4011973816621555,0.0,2,0.0,0.0,179066.58
614,1,0,3.828641396489095,0.0,1,1.0,0.0,74379.57
479,2,1,3.4011973816621555,143964.36,2,1.0,0.0,41879.99
625,1,1,3.58351893845611,129944.39,2,0.0,0.0,198914.8
528,2,0,3.4657359027997265,99092.45,1,0.0,1.0,111149.98
694,0,0,3.6635616461296463,0.0,1,1.0,1.0,95625.03
818,2,0,3.7612001156935624,105301.5,1,1.0,1.0,78941.59
605,0,0,3.6635616461296463,105317.73,2,1.0,0.0,138021.36
523,2,0,4.0943445622221,163894.35,1,0.0,1.0,57061.71
676,1,0,3.6109179126442243,106242.67,1,1.0,1.0,166678.28
747,1,0,3.295836866004329,0.0,2,0.0,0.0,13007.89
705,1,0,4.5217885770490405,126076.24,2,1.0,1.0,34436.83
621,0,0,3.7376696182833684,68683.68,1,1.0,1.0,74157.71
605,1,0,3.295836866004329,0.0,2,1.0,0.0,198091.81
638,1,0,3.5263605246161616,133501.36,1,0.0,1.0,155643.04
753,1,1,4.127134385045092,0.0,2,1.0,1.0,136398.9
450,0,1,3.5263605246161616,0.0,2,1.0,0.0,175480.93
619,1,0,3.295836866004329,154483.98,1,1.0,0.0,156394.74
790,1,1,3.713572066704308,126619.27,1,1.0,0.0,198224.38
673,1,0,3.4011973816621555,64097.75,1,1.0,1.0,77783.35
556,1,1,3.6888794541139363,129860.37,1,0.0,0.0,17992.94
571,1,0,3.6888794541139363,112896.86,1,1.0,1.0,121402.53
696,1,0,3.091042453358316,149777.0,1,1.0,1.0,198032.93
668,1,1,3.6109179126442243,128645.67,1,1.0,0.0,92149.64
762,2,0,3.5263605246161616,88815.56,2,1.0,0.0,68562.26
698,2,1,3.9512437185814275,107906.75,1,1.0,0.0,168886.39
684,1,0,4.0943445622221,116563.58,1,1.0,0.0,120257.7
763,1,1,3.6375861597263857,152582.2,2,0.0,0.0,31892.82
794,1,0,3.4965075614664802,0.0,2,0.0,0.0,178122.71
578,2,1,3.58351893845611,129745.1,1,1.0,1.0,143683.75
765,1,0,3.7612001156935624,157960.49,2,0.0,0.0,136602.8
550,2,0,3.5553480614894135,129847.75,2,1.0,0.0,197325.4
566,2,0,3.091042453358316,144954.75,2,1.0,0.0,102246.0
714,2,0,3.044522437723423,86402.52,2,0.0,0.0,27330.59
581,1,1,3.295836866004329,102258.11,2,1.0,0.0,194681.6
728,2,0,3.6635616461296463,152182.83,1,0.0,0.0,161203.6
567,1,1,3.8501476017100584,0.0,1,0.0,0.0,110900.43
591,0,0,3.58351893845611,135216.8,1,1.0,1.0,122022.89
524,2,1,3.2188758248682006,131402.21,1,0.0,0.0,193668.49
656,1,0,3.912023005428146,0.0,2,0.0,1.0,72143.44
816,2,1,3.6375861597263857,130878.75,3,1.0,0.0,71905.77
679,2,0,3.6635616461296463,146186.28,2,1.0,1.0,193974.47
685,1,0,3.4011973816621555,0.0,2,1.0,1.0,140889.32
542,1,0,3.367295829986474,0.0,1,1.0,0.0,8342.35
824,2,0,3.8918202981106265,133231.48,1,1.0,1.0,67885.37
614,0,1,3.6888794541139363,113348.5,1,1.0,1.0,77789.01
623,1,1,4.04305126783455,71481.79,2,1.0,1.0,84421.34
777,1,1,3.367295829986474,131240.61,1,1.0,1.0,163746.09
595,1,1,3.4965075614664802,0.0,2,1.0,1.0,41447.86
537,0,1,3.6375861597263857,0.0,2,0.0,1.0,41233.97
546,1,0,3.332204510175204,0.0,1,1.0,0.0,159254.29
705,1,0,3.2188758248682006,97544.29,1,0.0,1.0,59887.15
496,0,0,3.367295829986474,0.0,2,1.0,0.0,55389.59
764,1,1,3.6888794541139363,100480.53,1,1.0,0.0,124095.69
767,0,0,3.6109179126442243,0.0,2,1.0,1.0,24734.25
784,0,0,3.5553480614894135,0.0,2,0.0,0.0,81483.64
706,0,0,4.04305126783455,0.0,1,1.0,0.0,17941.16
546,0,0,3.7376696182833684,139070.51,1,1.0,1.0,86945.0
690,0,0,3.58351893845611,0.0,2,1.0,0.0,55902.93
625,1,0,3.6635616461296463,0.0,1,1.0,0.0,99800.87
823,1,0,3.5263605246161616,105057.33,1,1.0,0.0,9217.92
690,0,1,3.58351893845611,91760.11,1,1.0,1.0,135784.94
632,0,0,3.6109179126442243,138207.08,1,1.0,0.0,60778.11
695,1,0,3.828641396489095,49512.55,1,1.0,0.0,133007.34
726,2,1,3.4965075614664802,99046.31,2,1.0,1.0,56053.06
507,2,0,3.4339872044851463,134237.07,1,1.0,1.0,166423.66
678,0,0,3.332204510175204,138668.18,1,1.0,1.0,54144.01
502,1,1,3.5553480614894135,0.0,2,1.0,1.0,80618.47
521,2,1,3.6888794541139363,134504.78,1,1.0,0.0,18082.06
620,2,0,3.5553480614894135,76989.97,1,1.0,1.0,17242.79
831,0,1,3.784189633918261,0.0,1,0.0,1.0,47729.33
499,1,1,4.04305126783455,0.0,1,0.0,0.0,131372.38
642,1,0,3.4657359027997265,0.0,2,1.0,1.0,88698.83
742,1,0,3.4657359027997265,160485.16,1,1.0,0.0,29023.03
704,1,0,3.7376696182833684,129735.3,2,1.0,1.0,179565.57
577,0,0,3.713572066704308,89015.61,1,0.0,1.0,135227.23
627,1,1,3.295836866004329,0.0,2,1.0,0.0,125451.01
736,1,1,4.143134726391533,0.0,2,0.0,1.0,502.7
510,1,1,3.4011973816621555,0.0,2,1.0,1.0,130553.47
775,2,0,3.9318256327243257,123783.25,1,1.0,1.0,134901.57
531,1,0,3.367295829986474,114590.58,1,0.0,0.0,75585.48
705,2,1,3.4339872044851463,110941.93,2,1.0,0.0,163484.8
642,2,0,3.4011973816621555,134497.27,1,0.0,0.0,43250.54
679,1,0,3.8066624897703196,146758.24,1,1.0,0.0,48466.89
449,1,0,3.9512437185814275,0.0,2,0.0,1.0,123622.0
756,2,0,3.5956670723917576,136815.64,1,1.0,1.0,170041.95
850,2,0,3.784189633918261,112755.34,2,0.0,0.0,158171.36
549,1,1,3.5263605246161616,0.0,2,0.0,0.0,139463.57
676,2,1,3.5263605246161616,89437.03,1,1.0,1.0,189540.95
727,2,0,3.6888794541139363,93051.64,2,1.0,0.0,71865.31
615,1,1,3.1354942159291497,0.0,2,1.0,0.0,196476.19
646,1,1,3.4965075614664802,0.0,2,0.0,0.0,198208.0
811,1,1,3.8066624897703196,0.0,2,1.0,1.0,146123.19
749,1,0,3.713572066704308,57568.94,1,1.0,1.0,61128.29
647,2,1,3.7612001156935624,122717.53,2,1.0,1.0,87000.39
739,1,1,3.4011973816621555,0.0,1,0.0,0.0,122604.44
522,2,0,3.2188758248682006,111432.13,1,1.0,1.0,168683.57
682,1,0,3.6888794541139363,0.0,1,0.0,1.0,105352.55
560,0,1,3.258096538021482,116576.45,1,1.0,0.0,157567.37
722,0,1,3.5553480614894135,120171.58,1,1.0,0.0,125240.8
588,2,1,3.871201010907891,143279.58,2,1.0,0.0,31580.8
601,1,0,3.6375861597263857,60013.81,1,1.0,1.0,38020.05
673,2,1,4.23410650459726,78833.15,2,1.0,1.0,37196.15
586,2,1,3.58351893845611,103700.69,1,1.0,0.0,194072.56
661,0,1,3.332204510175204,95357.49,1,0.0,0.0,102297.15
608,1,0,3.912023005428146,0.0,1,1.0,0.0,93568.77
445,1,0,3.6109179126442243,0.0,2,1.0,1.0,180012.39
690,1,1,3.58351893845611,110480.48,1,0.0,0.0,81292.33
665,2,1,3.8066624897703196,155447.65,2,1.0,0.0,51871.95
621,2,1,4.007333185232471,131033.76,1,0.0,1.0,75685.59
804,1,0,3.2188758248682006,108396.67,1,1.0,0.0,128276.95
729,1,1,3.6375861597263857,0.0,2,0.0,0.0,45779.9
616,1,0,3.784189633918261,102016.38,1,0.0,1.0,178235.37
588,2,0,3.713572066704308,131341.46,2,0.0,1.0,7034.94
660,1,1,3.6375861597263857,110570.78,2,1.0,0.0,195906.59
687,0,1,3.044522437723423,0.0,2,1.0,1.0,154767.34
713,1,0,3.7612001156935624,86394.14,1,1.0,1.0,130001.13
608,1,0,3.4965075614664802,89968.69,1,1.0,0.0,68777.26
605,0,1,3.871201010907891,0.0,2,1.0,1.0,40062.99
684,1,0,3.4657359027997265,100249.41,2,0.0,1.0,67599.69
818,1,1,3.4339872044851463,186796.37,1,0.0,0.0,178252.63
703,2,0,3.7376696182833684,63227.0,1,0.0,1.0,137316.32
850,0,0,3.6375861597263857,146343.98,1,0.0,1.0,103902.11
729,1,0,3.784189633918261,0.0,2,1.0,0.0,151733.43
752,1,1,3.4011973816621555,0.0,2,1.0,1.0,104991.28
540,0,1,3.332204510175204,84121.04,1,0.0,1.0,80698.54
758,1,1,3.4965075614664802,0.0,2,0.0,0.0,82996.47
732,2,1,3.871201010907891,102962.62,1,1.0,0.0,120852.85
708,2,0,3.7376696182833684,176702.36,2,1.0,1.0,104804.74
643,1,0,3.4965075614664802,0.0,2,1.0,1.0,152992.04
657,1,0,3.4965075614664802,84309.57,2,0.0,0.0,103914.4
545,0,1,3.4657359027997265,0.0,1,1.0,0.0,94739.2
673,1,1,3.5263605246161616,42157.08,1,1.0,0.0,20598.59
590,1,0,3.1780538303479458,126431.54,1,1.0,0.0,58781.11
619,2,0,3.1354942159291497,132725.1,1,1.0,1.0,143913.33
698,2,0,3.6635616461296463,133191.19,2,0.0,1.0,53289.49
591,1,1,3.4339872044851463,0.0,2,0.0,1.0,48778.46
637,1,0,3.6888794541139363,125470.81,1,1.0,1.0,174536.17
629,0,0,3.58351893845611,161757.87,2,1.0,1.0,146371.72
642,1,1,3.4965075614664802,84607.34,2,0.0,1.0,60059.47
589,1,1,3.912023005428146,0.0,2,0.0,1.0,182076.97
796,2,0,3.6888794541139363,113228.38,2,1.0,1.0,46415.09
538,1,0,3.4339872044851463,0.0,2,1.0,0.0,1375.46
422,1,0,3.9889840465642745,140014.42,1,0.0,1.0,86350.97
429,1,1,3.295836866004329,117307.44,2,1.0,1.0,24020.49
649,0,1,3.4657359027997265,0.0,1,1.0,0.0,28797.32
850,1,1,3.7376696182833684,0.0,2,1.0,1.0,176883.42
655,0,0,3.6375861597263857,250898.09,3,0.0,1.0,81054.0
508,1,0,3.4339872044851463,72541.48,1,1.0,0.0,129803.08
632,1,1,3.044522437723423,0.0,2,1.0,0.0,84008.66
637,2,1,3.295836866004329,135842.89,1,1.0,1.0,101418.05
739,0,1,3.295836866004329,98926.4,1,1.0,1.0,106969.98
782,1,0,3.6635616461296463,0.0,2,1.0,1.0,33949.67
601,1,0,3.784189633918261,0.0,2,1.0,0.0,30607.11
749,1,0,3.6888794541139363,139290.41,1,1.0,0.0,182855.42
641,1,1,3.6375861597263857,0.0,2,1.0,0.0,116466.19
552,2,1,3.7376696182833684,103362.14,1,0.0,1.0,186869.58
745,0,1,3.6375861597263857,0.0,2,1.0,1.0,194230.82
633,2,0,3.7612001156935624,144164.29,1,1.0,1.0,158646.46
671,1,0,3.5263605246161616,106603.74,2,1.0,1.0,26387.71
638,2,1,3.713572066704308,144326.09,1,1.0,0.0,73979.85
618,2,1,3.6888794541139363,140306.38,1,1.0,0.0,160618.61
683,1,1,3.5553480614894135,187530.66,2,1.0,1.0,37976.36
656,1,0,3.828641396489095,143267.14,2,0.0,0.0,193099.43
600,1,1,3.6109179126442243,0.0,3,1.0,0.0,7312.25
511,1,0,4.060443010546419,149117.31,1,1.0,1.0,162599.51
529,2,0,4.276666119016055,94216.05,1,1.0,1.0,78695.68
752,2,0,3.4011973816621555,81523.38,1,1.0,1.0,36885.85
632,1,0,3.4657359027997265,111589.33,1,1.0,1.0,170382.99
635,2,1,3.784189633918261,79064.85,2,0.0,1.0,113291.75
657,1,0,3.4657359027997265,118829.03,2,1.0,1.0,73127.61
695,2,0,3.295836866004329,125552.96,1,1.0,0.0,105291.26
706,1,1,3.367295829986474,112564.62,1,1.0,0.0,42334.38
615,2,0,3.1780538303479458,108528.07,2,0.0,0.0,179488.41
554,0,0,4.189654742026425,0.0,2,1.0,1.0,116747.62
638,1,1,3.7376696182833684,165679.92,1,0.0,0.0,32916.29
606,2,0,4.174387269895637,126306.64,3,0.0,0.0,7861.68
721,1,0,3.7376696182833684,102936.72,1,0.0,0.0,1187.88
778,1,0,3.784189633918261,123863.64,1,1.0,0.0,144494.94
686,0,1,3.5553480614894135,0.0,2,1.0,1.0,159676.55
714,2,0,3.332204510175204,77776.39,1,1.0,0.0,177737.07
813,1,1,4.127134385045092,64667.95,2,0.0,1.0,140454.14
735,1,1,3.2188758248682006,91718.8,1,0.0,0.0,28411.23
563,1,1,3.5263605246161616,139810.34,1,1.0,1.0,152417.79
711,1,1,3.367295829986474,0.0,2,0.0,1.0,3234.8
506,1,1,3.6888794541139363,0.0,1,1.0,1.0,144345.58
850,1,0,3.58351893845611,104077.19,2,0.0,1.0,68594.0
739,0,0,3.6375861597263857,128366.44,1,1.0,0.0,12796.43
404,2,1,3.9889840465642745,125456.07,1,1.0,0.0,83715.66
529,1,0,4.110873864173311,0.0,2,1.0,1.0,191370.97
573,0,0,3.4965075614664802,160777.9,1,1.0,1.0,149536.15
581,2,0,3.4339872044851463,116891.72,1,1.0,0.0,107137.3
649,1,1,3.713572066704308,125785.23,1,1.0,1.0,70523.92
706,2,0,3.5263605246161616,140641.26,2,1.0,1.0,77271.91
550,2,0,3.8918202981106265,108806.96,3,1.0,0.0,61446.92
766,1,1,3.295836866004329,158786.67,2,0.0,1.0,47579.25
