CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
734,France,Male,22.0,5,130056.23,1,0.0,0.0,121894.31,1
505,France,Male,49.0,7,80001.23,1,0.0,0.0,135180.11,0
725,Germany,Female,47.0,1,104887.43,1,0.0,0.0,86622.56,1
691,France,Female,34.0,7,0.0,2,0.0,1.0,161559.12,0
653,Spain,Female,36.0,3,0.0,2,0.0,0.0,110525.6,0
681,France,Female,58.0,8,93173.88,1,1.0,1.0,139761.25,0
850,Spain,Female,29.0,1,0.0,2,1.0,1.0,197996.65,0
666,France,Male,43.0,7,137780.74,2,1.0,1.0,119100.05,1
821,France,Male,28.0,2,0.0,2,1.0,0.0,46072.52,0
771,Germany,Female,38.0,5,137657.71,2,1.0,0.0,72985.61,0
850,France,Male,37.0,6,0.0,2,1.0,0.0,109291.22,0
716,Germany,Male,41.0,8,126145.54,2,1.0,1.0,138051.19,0
723,France,Female,35.0,0,0.0,2,0.0,1.0,61290.99,0
469,France,Female,48.0,5,0.0,1,1.0,0.0,160529.71,1
692,France,Female,31.0,2,0.0,2,1.0,0.0,91829.17,1
544,Spain,Male,30.0,8,145241.63,1,1.0,1.0,80676.83,0
665,France,Male,36.0,1,0.0,2,0.0,1.0,121505.61,0
734,Spain,Male,39.0,6,0.0,1,1.0,1.0,95135.27,0
642,Spain,Female,33.0,9,0.0,2,1.0,1.0,150475.14,0
661,Germany,Male,37.0,7,109908.06,2,1.0,0.0,115037.67,1
706,Spain,Male,68.0,4,114386.85,1,1.0,1.0,28601.68,0
712,France,Female,31.0,7,0.0,2,1.0,0.0,170333.38,0
523,Germany,Male,63.0,6,116227.27,1,1.0,1.0,119404.63,0
706,Germany,Male,32.0,5,88348.43,2,1.0,1.0,104181.78,0
645,Germany,Male,43.0,9,140121.17,1,1.0,0.0,11302.7,1
850,France,Female,38.0,2,0.0,2,1.0,0.0,9015.07,0
808,Germany,Male,39.0,3,124216.93,1,0.0,1.0,171442.36,0
751,Germany,Male,34.0,9,108513.25,2,1.0,1.0,27097.82,0
696,France,Male,33.0,2,163139.27,1,1.0,1.0,7035.36,0
682,France,Male,41.0,6,0.0,2,0.0,1.0,134158.09,1
653,Spain,Male,35.0,6,116662.96,2,1.0,1.0,23864.21,0
589,France,Female,59.0,2,0.0,2,1.0,1.0,126160.24,1
526,Spain,Female,33.0,8,114634.63,2,1.0,0.0,110114.38,1
648,Spain,Male,49.0,5,0.0,1,1.0,0.0,149946.43,1
619,Spain,Male,52.0,8,0.0,2,1.0,1.0,123242.11,0
594,France,Male,37.0,2,0.0,2,0.0,1.0,95864.5,0
709,Germany,Male,22.0,0,112949.71,1,0.0,0.0,155231.55,0
666,Germany,Male,38.0,6,99812.88,2,1.0,1.0,158357.97,0
615,France,Male,45.0,5,0.0,2,1.0,1.0,164886.64,0
577,France,Female,35.0,4,108155.49,1,1.0,0.0,105407.79,0
669,France,Male,29.0,7,0.0,2,1.0,1.0,138145.62,0
850,Spain,Female,24.0,1,0.0,2,0.0,1.0,69052.87,0
776,France,Female,31.0,2,0.0,2,1.0,1.0,112349.51,0
542,France,Male,38.0,8,65942.26,1,1.0,1.0,68093.23,1
673,France,Male,72.0,1,0.0,2,0.0,1.0,111981.19,0
495,Spain,Female,45.0,3,89158.94,3,1.0,0.0,135169.76,1
784,France,Male,31.0,7,0.0,2,1.0,1.0,143204.41,0
436,Germany,Male,45.0,3,104339.11,2,1.0,1.0,183540.22,1
542,France,Female,59.0,2,68892.77,2,1.0,0.0,7905.06,1
605,France,Female,33.0,4,0.0,2,0.0,1.0,83700.66,0
628,Germany,Male,27.0,5,95826.49,2,1.0,0.0,155996.96,0
420,Germany,Female,34.0,1,135549.9,1,0.0,0.0,149471.13,1
579,France,Female,38.0,4,175739.36,1,1.0,1.0,193130.55,0
663,Germany,Female,46.0,2,141726.88,1,1.0,1.0,58257.23,0
695,France,Male,45.0,3,0.0,2,1.0,1.0,30793.61,0
723,Germany,Male,37.0,3,94661.53,2,1.0,0.0,121239.65,0
704,France,Male,50.0,4,165438.26,1,1.0,0.0,120770.75,1
694,France,Female,31.0,10,0.0,2,1.0,0.0,160990.27,0
667,France,Male,42.0,7,0.0,1,0.0,1.0,108348.94,1
702,Germany,Female,60.0,5,138597.54,2,1.0,1.0,41536.59,1
584,France,Male,35.0,3,146311.58,1,1.0,1.0,105443.47,0
640,France,Male,38.0,9,0.0,2,1.0,0.0,88827.67,0
554,Spain,Female,46.0,7,87603.35,3,0.0,1.0,96929.24,1
706,Germany,Female,47.0,10,144090.42,1,1.0,0.0,140938.95,1
600,Germany,Male,43.0,8,133379.41,1,1.0,0.0,177378.66,1
628,France,Female,51.0,3,123981.31,2,1.0,1.0,40546.15,0
731,France,Male,30.0,7,0.0,2,0.0,1.0,143086.09,0
575,Spain,Female,30.0,8,0.0,2,1.0,0.0,185341.63,0
539,Spain,Female,37.0,1,130922.81,2,0.0,0.0,2186.83,0
694,France,Male,47.0,4,0.0,2,1.0,0.0,197528.62,0
509,France,Male,55.0,8,132387.91,2,1.0,1.0,170360.11,0
626,France,Male,44.0,10,0.0,2,0.0,0.0,164287.86,0
639,Spain,Female,35.0,5,136526.26,2,1.0,0.0,59653.03,0
656,Spain,Male,32.0,5,136963.12,1,1.0,0.0,133814.28,0
732,Germany,Female,45.0,6,98792.4,1,1.0,0.0,81491.7,1
656,France,Female,46.0,5,113402.14,2,1.0,1.0,138849.06,0
633,Spain,Male,63.0,4,114552.6,1,1.0,0.0,73856.28,1
698,France,Female,27.0,1,94920.71,1,1.0,1.0,40339.9,0
746,France,Male,58.0,3,0.0,3,1.0,1.0,80344.96,1
669,France,Female,47.0,9,61196.54,1,1.0,0.0,58170.24,0
786,France,Female,33.0,0,83036.05,1,0.0,1.0,154990.58,1
732,Germany,Male,42.0,9,108748.08,2,1.0,1.0,65323.11,0
827,Spain,Male,46.0,1,183276.32,1,1.0,1.0,13460.27,0
772,France,Male,43.0,6,0.0,2,1.0,1.0,57675.88,0
640,Germany,Male,39.0,9,131607.28,4,0.0,1.0,6981.43,1
718,Spain,Male,40.0,9,0.0,2,0.0,0.0,121537.91,0
555,France,Female,26.0,7,0.0,2,1.0,0.0,93122.41,0
663,Germany,Male,49.0,7,116150.65,3,1.0,1.0,84358.71,1
805,Spain,Female,39.0,5,165272.13,1,1.0,0.0,14109.85,1
620,France,Female,33.0,9,127638.35,1,1.0,1.0,192717.57,0
591,Germany,Female,35.0,2,90194.34,2,1.0,0.0,57064.57,0
501,Germany,Male,25.0,6,104013.79,1,1.0,0.0,114774.35,0
635,Spain,Female,48.0,2,0.0,2,1.0,1.0,136551.25,0
571,France,Female,35.0,8,0.0,2,0.0,0.0,84569.13,0
556,France,Female,36.0,2,134208.22,1,0.0,1.0,177670.57,0
598,France,Female,34.0,4,0.0,2,0.0,0.0,60894.26,0
624,Spain,Female,36.0,0,0.0,2,1.0,0.0,111605.9,0
645,Spain,Male,38.0,1,68079.8,1,0.0,1.0,166264.89,0
781,Spain,Male,35.0,1,0.0,2,0.0,0.0,42117.9,0
692,Germany,Male,45.0,6,142084.04,4,1.0,0.0,188305.85,1
674,France,Male,26.0,6,166257.96,1,1.0,1.0,149369.41,0
605,France,Male,41.0,10,0.0,2,0.0,1.0,97213.09,0
850,Germany,Female,30.0,3,104911.35,2,1.0,1.0,42933.26,0
510,France,Female,26.0,6,136214.08,1,0.0,0.0,159742.33,0
669,Germany,Female,42.0,1,103873.39,1,1.0,0.0,148611.52,0
617,Germany,Female,51.0,10,167273.71,1,0.0,0.0,93439.75,1
739,France,Male,58.0,2,101579.28,1,1.0,1.0,72168.53,0
706,France,Male,32.0,6,94486.47,1,1.0,1.0,146949.74,0
687,France,Male,34.0,7,129895.19,1,0.0,1.0,28698.17,0
585,France,Male,54.0,8,87105.32,1,1.0,1.0,55346.14,0
668,France,Male,42.0,8,187534.79,1,1.0,1.0,32900.41,1
645,France,Female,68.0,9,0.0,4,1.0,1.0,176353.87,1
530,France,Male,52.0,1,106723.28,1,0.0,0.0,109960.4,1
695,Spain,Female,39.0,5,0.0,2,0.0,0.0,102763.69,0
730,Spain,Male,29.0,2,0.0,2,1.0,0.0,14174.09,0
811,Spain,Male,44.0,3,0.0,2,0.0,1.0,78439.73,0
651,France,Female,25.0,8,0.0,2,1.0,1.0,126761.2,0
554,France,Female,48.0,7,0.0,2,1.0,1.0,63708.07,0
664,Spain,Female,53.0,7,187602.18,1,1.0,0.0,186392.99,1
599,France,Female,41.0,2,91328.71,1,1.0,0.0,115724.78,0
825,Germany,Male,37.0,6,118050.79,1,0.0,1.0,52301.15,0
494,Spain,Male,27.0,2,0.0,2,1.0,0.0,22404.64,0
710,France,Female,41.0,2,156067.05,1,1.0,1.0,9983.88,0
699,France,Male,39.0,2,109724.38,1,1.0,1.0,180022.39,0
619,Germany,Female,42.0,8,132796.04,3,1.0,1.0,191821.35,1
634,France,Female,45.0,2,0.0,1,1.0,1.0,143458.31,0
678,France,Male,36.0,0,107379.68,1,1.0,1.0,84460.18,0
544,Spain,Male,22.0,4,0.0,2,1.0,0.0,70007.67,0
632,Germany,Male,48.0,6,126066.26,1,1.0,0.0,64345.61,1
586,Spain,Female,57.0,3,0.0,2,0.0,1.0,6057.81,0
498,Germany,Male,25.0,8,121702.73,1,1.0,1.0,132210.49,0
756,France,Male,62.0,3,0.0,1,1.0,1.0,11199.04,1
746,France,Female,32.0,4,0.0,2,1.0,1.0,72909.75,0
771,Spain,Female,56.0,2,0.0,1,1.0,1.0,25222.6,1
599,Germany,Male,46.0,9,123444.72,1,1.0,1.0,31368.08,1
643,Spain,Male,43.0,1,0.0,2,1.0,1.0,145764.4,0
708,France,Male,52.0,10,105355.81,1,1.0,0.0,123.07,1
619,France,Female,49.0,9,145359.99,1,1.0,0.0,38186.85,0
631,Spain,Male,33.0,2,0.0,2,1.0,1.0,158268.84,0
544,Germany,Male,47.0,5,105245.21,1,0.0,0.0,99922.08,1
567,France,Male,36.0,1,0.0,2,0.0,0.0,8555.73,0
735,France,Female,38.0,1,0.0,3,0.0,0.0,92220.12,1
445,France,Male,25.0,6,0.0,2,1.0,0.0,119425.94,0
595,Spain,Female,30.0,5,100683.54,1,1.0,1.0,178361.04,0
472,France,Male,29.0,8,102490.27,1,0.0,1.0,181224.56,0
647,France,Male,43.0,9,0.0,2,1.0,1.0,78488.39,0
700,France,Female,36.0,4,0.0,2,1.0,0.0,130789.15,0
569,Spain,Female,34.0,3,0.0,1,1.0,0.0,133997.53,0
606,France,Male,34.0,5,0.0,1,1.0,0.0,161971.42,0
609,Germany,Female,40.0,10,137389.77,2,1.0,0.0,170122.22,0
550,France,Male,25.0,0,0.0,2,1.0,1.0,184221.11,0
551,France,Female,36.0,5,0.0,1,1.0,0.0,183479.12,0
753,Germany,Female,47.0,1,131160.85,1,1.0,0.0,197444.69,0
663,France,Male,35.0,9,0.0,2,1.0,1.0,195580.28,0
713,France,Male,38.0,9,72286.84,2,1.0,1.0,26136.89,0
780,France,Male,76.0,10,121313.88,1,0.0,1.0,64872.33,0
465,France,Male,25.0,2,78247.31,2,1.0,1.0,10472.31,0
678,France,Female,60.0,2,0.0,2,1.0,1.0,43821.56,0
563,Germany,Male,41.0,2,100520.92,1,1.0,1.0,19412.8,1
580,Spain,Male,29.0,9,61710.44,2,1.0,0.0,128077.8,0
725,France,Female,44.0,10,0.0,1,0.0,1.0,93777.61,0
761,France,Male,31.0,7,0.0,3,1.0,1.0,166698.18,0
619,Spain,Female,45.0,0,0.0,2,0.0,0.0,113645.4,0
709,France,Female,36.0,8,0.0,2,1.0,1.0,69676.55,0
788,France,Female,33.0,5,0.0,2,0.0,0.0,116978.19,0
650,Spain,Male,42.0,4,194532.66,1,1.0,0.0,171045.31,1
465,Germany,Male,53.0,1,117438.17,1,0.0,0.0,74898.8,1
798,France,Male,36.0,1,0.0,2,1.0,1.0,159044.1,0
835,Germany,Female,47.0,5,108289.28,2,1.0,1.0,45859.55,1
690,France,Male,36.0,7,101583.11,2,1.0,0.0,123775.15,0
471,France,Male,42.0,3,164951.56,1,1.0,0.0,190531.77,0
733,France,Female,28.0,5,0.0,2,0.0,0.0,12761.16,0
503,France,Female,37.0,8,0.0,2,1.0,1.0,97893.32,0
632,France,Male,43.0,2,100013.51,1,1.0,0.0,24275.32,0
739,France,Female,27.0,6,0.0,1,1.0,1.0,57572.38,0
540,Spain,Male,39.0,2,0.0,2,1.0,0.0,81995.92,0
597,Spain,Male,24.0,0,108058.07,2,1.0,1.0,187826.11,0
642,Germany,Male,18.0,5,111183.53,2,0.0,1.0,10063.75,0
729,Germany,Male,26.0,4,97268.1,2,1.0,0.0,39356.38,0
548,Spain,Male,38.0,0,178056.54,2,1.0,0.0,38434.73,0
480,France,Female,28.0,6,0.0,2,0.0,0.0,48131.92,0
765,France,Male,40.0,6,138033.55,1,1.0,1.0,67972.45,0
534,France,Female,55.0,8,116973.26,3,1.0,0.0,122066.5,1
622,France,Male,43.0,8,0.0,2,1.0,0.0,100618.17,0
553,Germany,Female,25.0,7,128524.19,2,1.0,0.0,20682.46,0
707,France,Female,46.0,7,127476.73,2,1.0,1.0,146011.55,0
701,Spain,Male,59.0,7,0.0,2,0.0,1.0,27597.59,0
638,Germany,Female,33.0,5,129335.65,1,1.0,1.0,56585.2,1
756,France,Female,32.0,4,0.0,2,1.0,0.0,147040.25,0
785,France,Female,38.0,1,0.0,1,1.0,0.0,134964.85,1
785,Spain,Male,41.0,7,0.0,2,1.0,1.0,199108.88,0
537,France,Female,41.0,0,0.0,2,0.0,1.0,175262.49,0
573,France,Male,40.0,7,147754.68,1,1.0,1.0,110454.46,0
513,Germany,Male,34.0,7,60515.13,1,0.0,0.0,124571.09,0
711,France,Female,35.0,8,0.0,1,1.0,1.0,67508.01,0
525,France,Male,33.0,1,112833.35,1,0.0,1.0,175178.56,0
714,France,Female,24.0,7,0.0,2,1.0,0.0,166335.0,0
761,Germany,Male,62.0,5,98854.34,1,0.0,0.0,86920.97,1
610,Spain,Female,45.0,3,0.0,1,1.0,0.0,38276.84,1
784,Spain,Male,48.0,7,0.0,2,1.0,1.0,182609.97,0
483,France,Male,27.0,1,77805.66,1,1.0,1.0,2101.89,0
699,France,Male,32.0,3,0.0,2,1.0,1.0,170770.44,0
740,Spain,Female,56.0,4,99097.33,1,1.0,1.0,85016.64,1
634,France,Male,34.0,3,145030.92,1,1.0,1.0,41820.65,0
646,France,Male,50.0,0,104129.24,2,1.0,0.0,181794.86,1
553,Spain,Female,48.0,3,0.0,1,0.0,1.0,30730.95,1
741,France,Male,32.0,5,0.0,1,1.0,1.0,64839.23,0
548,Spain,Male,33.0,6,0.0,1,1.0,1.0,31728.35,0
651,Germany,Male,34.0,2,90355.12,2,0.0,0.0,193597.94,0
547,France,Female,38.0,5,167539.97,1,0.0,1.0,159207.34,0
850,Spain,Female,70.0,5,0.0,1,1.0,1.0,705.18,0
791,Germany,Female,35.0,7,52436.2,1,1.0,0.0,161051.75,0
627,Germany,Male,62.0,3,143426.34,2,1.0,1.0,143104.3,0
731,Germany,Female,21.0,8,132312.06,1,1.0,0.0,106663.46,1
448,Spain,Male,25.0,2,0.0,2,0.0,0.0,95215.73,0
701,France,Female,42.0,6,86167.82,1,1.0,0.0,153342.38,0
721,Spain,Female,36.0,2,0.0,2,1.0,1.0,106977.8,0
713,France,Female,52.0,0,185891.54,1,1.0,1.0,46369.57,1
585,France,Female,67.0,5,113978.97,2,0.0,1.0,93146.11,0
686,France,Female,35.0,8,105419.73,1,1.0,0.0,35356.46,0
604,France,Male,33.0,3,0.0,1,1.0,0.0,42171.13,1
655,Spain,Female,56.0,5,0.0,2,1.0,1.0,41782.7,0
535,France,Female,38.0,0,135919.33,1,1.0,0.0,80425.65,0
577,France,Female,34.0,2,0.0,2,1.0,1.0,84033.35,0
686,France,Male,37.0,9,134560.62,1,1.0,0.0,27596.39,0
842,France,Female,37.0,4,132446.08,2,1.0,0.0,87071.18,1
758,France,Female,42.0,7,0.0,2,0.0,1.0,76209.56,0
491,Germany,Female,57.0,4,112044.72,1,1.0,1.0,41229.73,1
769,Spain,Male,41.0,1,72509.91,1,1.0,0.0,25723.73,0
501,France,Male,37.0,4,0.0,2,0.0,0.0,12470.3,0
772,Germany,Female,48.0,6,108736.52,1,1.0,0.0,184564.67,1
592,Germany,Male,36.0,10,123187.51,1,0.0,1.0,146111.35,0
775,France,Female,32.0,2,108698.96,2,1.0,1.0,161069.73,0
821,France,Female,28.0,8,0.0,1,1.0,1.0,36754.13,0
540,France,Male,37.0,6,0.0,2,1.0,0.0,141998.89,0
648,Spain,Male,55.0,1,81370.07,1,0.0,1.0,181534.04,0
548,Spain,Male,37.0,4,0.0,1,1.0,0.0,121763.68,0
680,Germany,Male,44.0,0,129974.79,2,1.0,1.0,33391.38,0
673,France,Male,51.0,8,79563.36,2,1.0,1.0,172200.91,0
770,France,Male,24.0,9,101827.07,1,1.0,0.0,167256.35,0
755,Germany,Female,45.0,7,135643.0,1,0.0,0.0,143619.52,1
557,France,Female,27.0,3,87739.08,1,1.0,1.0,123096.56,0
612,Germany,Female,58.0,1,149641.53,1,1.0,1.0,115161.28,0
587,Spain,Female,34.0,1,0.0,2,1.0,1.0,97932.68,0
637,Germany,Female,36.0,10,145750.45,2,1.0,1.0,96660.76,0
604,Germany,Female,42.0,10,166031.45,1,1.0,0.0,98293.14,0
723,Germany,Female,49.0,0,153855.52,1,1.0,1.0,180862.26,1
644,France,Female,39.0,9,0.0,1,1.0,0.0,3740.93,0
755,France,Female,78.0,5,121206.96,1,1.0,1.0,76016.49,0
586,Germany,Male,37.0,8,167735.69,2,0.0,1.0,104665.79,0
518,France,Male,42.0,7,151027.05,2,1.0,0.0,119377.36,0
543,Germany,Female,57.0,1,106138.33,2,1.0,1.0,120657.32,1
683,France,Female,29.0,9,0.0,2,1.0,1.0,48849.89,0
505,France,Male,34.0,10,104498.79,1,0.0,1.0,126451.14,0
807,France,Female,36.0,4,0.0,2,0.0,1.0,147007.33,0
638,Spain,Male,44.0,9,77637.35,2,1.0,1.0,111346.22,0
697,France,Female,49.0,7,195238.29,4,0.0,1.0,131083.56,1
590,Germany,Female,27.0,8,123599.49,2,1.0,0.0,1676.92,0
683,Spain,Male,38.0,3,126152.84,1,0.0,0.0,15378.75,0
675,Spain,Male,66.0,5,115654.47,2,1.0,1.0,131970.86,0
749,Spain,Female,43.0,1,124209.02,1,1.0,1.0,167179.48,0
742,France,Female,25.0,4,132116.13,2,1.0,0.0,129933.5,0
621,France,Male,34.0,6,0.0,2,1.0,1.0,99128.13,0
720,France,Male,33.0,9,0.0,2,1.0,1.0,142956.48,0
645,France,Male,29.0,1,130131.08,2,0.0,1.0,196474.35,0
461,Spain,Female,25.0,6,0.0,2,1.0,1.0,15306.29,0
660,France,Male,38.0,4,0.0,2,0.0,0.0,88080.43,0
506,France,Male,37.0,5,0.0,2,1.0,1.0,127543.81,0
430,France,Male,35.0,1,118894.22,1,0.0,0.0,2923.61,0
729,France,Male,32.0,6,93694.42,1,1.0,1.0,79919.13,0
654,Germany,Male,43.0,9,84673.17,2,0.0,1.0,82081.35,0
622,Spain,Male,37.0,4,0.0,2,1.0,0.0,4459.5,0
775,Spain,Male,30.0,4,0.0,2,0.0,1.0,57461.13,0
657,Germany,Female,48.0,5,143595.87,1,0.0,0.0,101314.65,1
627,Germany,Female,30.0,6,57809.32,1,1.0,0.0,188258.49,0
554,Germany,Male,26.0,4,121365.39,1,1.0,1.0,8742.36,0
716,France,Male,31.0,8,109578.04,2,1.0,1.0,51503.51,0
584,France,Female,40.0,4,82441.75,1,0.0,0.0,80852.11,0
595,Spain,Male,23.0,7,0.0,2,1.0,1.0,168085.97,0
535,Spain,Male,35.0,8,118989.92,1,1.0,1.0,135536.72,0
652,Germany,Female,47.0,0,126597.89,2,1.0,1.0,38798.79,1
682,France,Male,69.0,6,0.0,2,0.0,1.0,149604.18,0
